date,AAPL,AMZN,CSCO,DIS,GOOG,INTC,ITIC,JPM,KO,META,MSFT,NFLX,NVDA,PEP,PFE,PG,TSLA,V,VZ,XOM
2023-07-21,0.0,0.06666666666666667,0.049999999999999996,0.17159090909090907,0.4354166666666667,-0.1625,0.25,-0.041666666666666664,0.3,0.10714285714285714,0.2130050505050505,0.0,0.13636363636363635,0.0,0.14642857142857144,0.05,0.06666666666666667,0.0,0.18888888888888888,0.14197916666666666
2023-07-22,0.0,0.06666666666666667,0.049999999999999996,0.17159090909090907,0.4354166666666667,-0.1625,0.25,-0.041666666666666664,0.3,0.10714285714285714,0.2130050505050505,0.0,0.13636363636363635,0.0,0.14642857142857144,0.05,0.0,0.0,0.18888888888888888,0.14197916666666666
2023-07-23,0.0,0.06666666666666667,0.049999999999999996,0.17159090909090907,0.4354166666666667,-0.1625,0.25,-0.041666666666666664,0.3,0.10714285714285714,0.2130050505050505,0.0,0.13636363636363635,0.0,0.14642857142857144,-0.5,0.0,0.0,0.0,0.14197916666666666
2023-07-24,0.23333333333333334,0.06666666666666667,0.049999999999999996,0.17159090909090907,0.4354166666666667,-0.1625,0.25,0.0,0.3,0.10714285714285714,0.2130050505050505,0.0,-0.1,0.0,0.375,-0.5,0.225,-0.033333333333333326,0.0,0.14197916666666666
2023-07-25,0.0,0.28750000000000003,0.2,0.05000000000000002,0.12943537943537942,-0.1625,0.25,0.0,0.0,0.10714285714285714,0.0,0.0,0.39999999999999997,0.3,0.11856060606060605,0.2,0.225,0.09460227272727273,0.0,0.14197916666666666
2023-07-26,0.06439393939393939,-0.0012626262626262569,0.2,0.05000000000000002,0.09,-0.1625,0.25,0.3,0.03125,0.12499999999999999,0.3181818181818182,0.0,0.06818181818181818,0.3125,0.11856060606060605,0.0,0.2111111111111111,0.02666666666666666,0.02076719576719577,0.14197916666666666
2023-07-27,0.08333333333333333,-0.0012626262626262569,0.13214285714285715,0.1653409090909091,0.11041666666666666,-0.1625,0.25,0.03125,-0.09999999999999999,0.31666666666666665,0.2916666666666667,0.0,0.23863636363636362,0.3125,-0.3,0.0,0.18225108225108225,0.041666666666666664,0.02076719576719577,0.125
2023-07-28,0.04999999999999999,0.15,0.13214285714285715,0.06944444444444445,0.38409090909090904,-0.1625,0.25,0.03125,-0.09999999999999999,0.31266233766233764,0.2916666666666667,0.0,0.23863636363636362,0.3125,0.19999999999999998,0.09606481481481483,0.18225108225108225,0.0,0.3,0.0023328523328523323
2023-07-29,0.04999999999999999,0.15,0.13214285714285715,0.06944444444444445,0.38409090909090904,-0.1625,0.25,0.03125,-0.09999999999999999,0.31266233766233764,0.2916666666666667,0.0,0.23863636363636362,0.3125,0.19999999999999998,0.09606481481481483,0.18225108225108225,0.0,0.4,0.0023328523328523323
2023-07-30,0.24545454545454545,0.15,0.13214285714285715,0.06944444444444445,1.0,-0.1625,0.25,0.03125,-0.09999999999999999,0.31266233766233764,0.2916666666666667,0.0,0.23863636363636362,0.3125,0.19999999999999998,0.4,0.18225108225108225,0.5,-0.14074074074074072,0.04999999999999999
